735.0534	3.0496798	0.004426228	
739.4235	3.0442588	0.0039995452	
743.84595	3.0388703	0.0035987736	
748.32153	3.0335133	0.0032231852	
752.8514	3.0281868	0.002872053	
757.43634	3.0228899	0.0025446836	
762.0775	3.0176215	0.002240386	
766.7759	3.0123808	0.0019584903	
771.5326	3.007167	0.0016983392	
776.34863	3.0019794	0.0014592919	
781.2252	2.9968162	0.0012407199	
786.16345	2.991677	0.0010420079	
791.1645	2.986561	8.625556E-4	
796.2296	2.9814668	7.0177607E-4	
801.3599	2.9763937	5.590944E-4	
806.5568	2.9713407	4.339452E-4	
811.8216	2.9663067	3.2577995E-4	
817.1555	2.9612908	2.3405907E-4	
822.55994	2.9562924	1.5825589E-4	
828.03644	2.9513106	9.785283E-5	
833.5863	2.9463446	5.2345422E-5	
839.21106	2.9413943	2.1239868E-5	
844.91223	2.9364595	4.0511773E-6	
850.6914	2.9315429	0.0	
856.5502	2.926646	0.0	
862.4901	2.9217603	0.0	
868.5132	2.9168813	0.0	
874.6209	2.9120057	0.0	
880.8151	2.9071302	0.0	
887.09766	2.9022524	0.0	
893.4705	2.8973694	0.0	
